event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PAK57995,2020-06-08,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Jamshoro,Kotri,Kotri,25.3656,68.3083,1,Daily Regional Times (Pakistan),National,"On 8 June 2020, paramedics held a protest demonstration at DHQ Hospital in Kotri town (Jamshoro, Sindh), for their 13 point charter of demands including construction of isolation centers in the province during the coronavirus pandemic and risk allowance for doctors.",0,crowd size=no report,1737495263
PAK57833,2020-06-01,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan); Women (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Karachi City,,Karachi,24.9056,67.0822,1,Daily Regional Times (Pakistan),National,"On 1 June 2020, lady health workers held a protest demonstration in front of press club in Karachi city (Karachi City, Sindh), against the decision to terminate 4000 community based vaccinators.",0,crowd size=no report,1708472434
PAK57553,2020-05-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Karachi City,,Karachi,24.9056,67.0822,1,Samaa TV (Pakistan),National,"On 30 May 2020, young doctors protested in Karachi city (Karachi City, Sindh), they closed OPD and demanded government to provide them protection after people attacked the emergency ward of the Civil Hospital when a patient died due to coronavirus.",0,crowd size=no report,1618442047
PAK57662,2020-05-29,2020,1,Political violence,Riots,Mob violence,Rioters (Pakistan),,Rioters,Civilians (Pakistan),Health Workers (Pakistan),Civilians,Rioters-Civilians,Civilian targeting,586,South Asia,Pakistan,Sindh,Karachi City,,Karachi,24.9056,67.0822,1,Samaa TV (Pakistan),National,"On 29 May 2020, around 70 people attacked doctors and staff at the emergency ward in Civil Hospital in Karachi city (Karachi City, Sindh), after their relative died due to coronavirus.",0,crowd size=around 70,1618442047
PAK57695,2020-05-21,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Thatta,Thatta,Thatta,24.7473,67.923,1,Daily Regional Times (Pakistan),National,"On 21 May 2020, paramedical staff of Civil Hospital Makli held a protest demonstration in Thatta city (Thatta, Sindh) for not being paid salaries for two months and for non-provision of PPE kits and other facilities for treating coronavirus patients.",0,crowd size=no report,1708472434
PAK57694,2020-05-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Qambar Shahdadkot,Shahdadkot,Shahdadkot,27.8388,67.875,1,Daily Regional Times (Pakistan),National,"On 20 May 2020, paramedics held a protest demonstration in Shahdadkot town (Qambar Shahdadkot, Sindh) for provision of safety kits, risk allowance to doctors, nurses and paramedics during coronavirus pandemic.",0,crowd size=no report,1708472434
PAK57551,2020-05-20,2020,1,Political violence,Riots,Mob violence,Rioters (Pakistan),,Rioters,Private Security Forces (Pakistan),Civilians (Pakistan); Health Workers (Pakistan),External/Other forces,Rioters-External/Other forces,,586,South Asia,Pakistan,Punjab,Lahore,Lahore City,Lahore - Data Gunj Buksh,31.5785,74.2903,1,News International (Pakistan),National,"On 20 May 2020, a group around 30 men surrounded a security guard and slapped him at Mayo hospital coronavirus ward in Lahore - Data Gunj Buksh (Lahore, Punjab). They broke a door and scuffled with doctors after one of their relatives diagnosed with the virus died while being transported to the hospital.",0,crowd size=around 30,1720552472
PAK57692,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Khyber Pakhtunkhwa,Peshawar,Peshawar,Peshawar,34.0197,71.5822,1,Daily Times (Pakistan),National,"On 19 May 2020, doctors protested outside Lady reading hospital and took out a strike and some resigned in Peshawar city (Peshawar, KPK), due to lack of required facilities for health workers treating coronavirus patients.",0,crowd size=no report,1591137950
PAK57797,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),WDF: Women Democratic Front; Women (Pakistan); Labor Group (Pakistan); Farmers (Pakistan); Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Badin,Badin,Badin,24.6566,68.8386,1,News International (Pakistan),National,"On 19 May 2020, Women Democratic Front along with labourers, healthcare workers, peasants and small farmers protested in Badin city (Badin, Sindh), against non-payment of salaries and forced layoff during the coronavirus pandemic.",0,crowd size=no report,1591137951
PAK57791,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),WDF: Women Democratic Front; Women (Pakistan); Labor Group (Pakistan); Farmers (Pakistan); Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Qambar Shahdadkot,Warah,Nasirabad,27.3799,67.9151,1,News International (Pakistan),National,"On 19 May 2020, Women Democratic Front along with labourers, healthcare workers, peasants and small farmers protested in Nasirabad town (Qamber Shahdadkot, Sindh), against non-payment of salaries and forced layoff during the coronavirus pandemic.",0,crowd size=no report,1591137951
PAK57793,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),WDF: Women Democratic Front; Women (Pakistan); Labor Group (Pakistan); Farmers (Pakistan); Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Shikarpur,Shikarpur,Shikarpur,27.957,68.6378,1,News International (Pakistan),National,"On 19 May 2020, Women Democratic Front along with labourers, healthcare workers, peasants and small farmers protested in Shikarpur city (Shikarpur, Sindh), against non-payment of salaries and forced layoff during the coronavirus pandemic.",0,crowd size=no report,1591137951
PAK57795,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),WDF: Women Democratic Front; Women (Pakistan); Labor Group (Pakistan); Farmers (Pakistan); Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Mirpur Khas,Mirpur Khas,Mirpur Khas,25.5316,69.003,1,News International (Pakistan),National,"On 19 May 2020, Women Democratic Front along with labourers, healthcare workers, peasants and small farmers protested in Mirpur Khas city (Mirpur Khas, Sindh), against non-payment of salaries and forced layoff during the coronavirus pandemic.",0,crowd size=no report,1591137951
PAK57796,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),WDF: Women Democratic Front; Women (Pakistan); Labor Group (Pakistan); Farmers (Pakistan); Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Matiari,Hala,Matiari,25.8758,68.4133,1,News International (Pakistan),National,"On 19 May 2020, Women Democratic Front along with labourers, healthcare workers, peasants and small farmers protested in Matiari city (Matiari, Sindh), against non-payment of salaries and forced layoff during the coronavirus pandemic.",0,crowd size=no report,1591137951
PAK57799,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),WDF: Women Democratic Front; Women (Pakistan); Labor Group (Pakistan); Farmers (Pakistan); Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Jacobabad,Jacobabad,Jacobabad,28.2834,68.4387,1,News International (Pakistan),National,"On 19 May 2020, Women Democratic Front along with labourers, healthcare workers, peasants and small farmers protested in Jacobabad city (Jacobabad, Sindh), against non-payment of salaries and forced layoff during the coronavirus pandemic.",0,crowd size=no report,1591137951
PAK57801,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),WDF: Women Democratic Front; Women (Pakistan); Labor Group (Pakistan); Farmers (Pakistan); Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Dadu,Dadu,Dadu,26.7328,67.7763,1,News International (Pakistan),National,"On 19 May 2020, Women Democratic Front along with labourers, healthcare workers, peasants and small farmers protested in Dadu city (Dadu, Sindh), against non-payment of salaries and forced layoff during the coronavirus pandemic.",0,crowd size=no report,1591137951
PAK57803,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),WDF: Women Democratic Front; Women (Pakistan); Labor Group (Pakistan); Farmers (Pakistan); Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Sanghar,Sanghar,Sanghar,26.0465,68.9481,1,News International (Pakistan),National,"On 19 May 2020, Women Democratic Front along with labourers, healthcare workers, peasants and small farmers protested in Sanghar city (Sanghar, Sindh), against non-payment of salaries and forced layoff during the coronavirus pandemic.",0,crowd size=no report,1591137951
PAK57798,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),WDF: Women Democratic Front; Women (Pakistan); Labor Group (Pakistan); Farmers (Pakistan); Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Khairpur,Khairpur,Khairpur,27.5271,68.7452,1,News International (Pakistan),National,"On 19 May 2020, Women Democratic Front along with labourers, healthcare workers, peasants and small farmers protested in Khairpur city (Khairpur, Sindh), against non-payment of salaries and forced layoff during the coronavirus pandemic.",0,crowd size=no report,1591137952
PAK57806,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),WDF: Women Democratic Front; Women (Pakistan); Labor Group (Pakistan); Farmers (Pakistan); Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Tharparkar,Mithi,Tharpakar,24.8299,70.4674,1,News International (Pakistan),National,"On 19 May 2020, Women Democratic Front along with labourers, healthcare workers, peasants and small farmers protested in Tharpakar city (Tharpakar, Sindh), against non-payment of salaries and forced layoff during the coronavirus pandemic.",0,crowd size=no report,1591137952
PAK57807,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),WDF: Women Democratic Front; Women (Pakistan); Labor Group (Pakistan); Farmers (Pakistan); Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Umerkot,Umerkot,Umerkot,25.3621,69.7339,1,News International (Pakistan),National,"On 19 May 2020, Women Democratic Front along with labourers, healthcare workers, peasants and small farmers protested in Umerkot city (Umerkot, Sindh), against non-payment of salaries and forced layoff during the coronavirus pandemic.",0,crowd size=no report,1591137952
PAK57805,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),WDF: Women Democratic Front; Women (Pakistan); Labor Group (Pakistan); Farmers (Pakistan); Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Sujawal,Sujawal,Sujawal,24.6029,68.0789,1,News International (Pakistan),National,"On 19 May 2020, Women Democratic Front along with labourers, healthcare workers, peasants and small farmers protested in Sujawal city (Sujawal, Sindh), against non-payment of salaries and forced layoff during the coronavirus pandemic.",0,crowd size=no report,1591137952
PAK57804,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),WDF: Women Democratic Front; Women (Pakistan); Labor Group (Pakistan); Farmers (Pakistan); Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Thatta,Thatta,Thatta,24.7473,67.923,1,News International (Pakistan),National,"On 19 May 2020, Women Democratic Front along with labourers, healthcare workers, peasants and small farmers protested in Thatta city (Thatta, Sindh), against non-payment of salaries and forced layoff during the coronavirus pandemic.",0,crowd size=no report,1591137952
PAK57792,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),WDF: Women Democratic Front; Women (Pakistan); Labor Group (Pakistan); Farmers (Pakistan); Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Larkana,Larkana,Larkana,27.5637,68.215,1,News International (Pakistan),National,"On 19 May 2020, Women Democratic Front along with labourers, healthcare workers, peasants and small farmers protested in Larkana city (Larkana, Sindh), against non-payment of salaries and forced layoff during the coronavirus pandemic.",0,crowd size=no report,1608052594
PAK57800,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),WDF: Women Democratic Front; Women (Pakistan); Labor Group (Pakistan); Farmers (Pakistan); Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Sukkur,Sukkur,Sukkur,27.7051,68.8573,1,News International (Pakistan),National,"On 19 May 2020, Women Democratic Front along with labourers, healthcare workers, peasants and small farmers protested in Sukkur city (Sukkur, Sindh), against non-payment of salaries and forced layoff during the coronavirus pandemic.",0,crowd size=no report,1616530993
PAK57693,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Dadu,Dadu,Dadu,26.7328,67.7763,1,Daily Regional Times (Pakistan),National,"On 19 May 2020, paramedics held a protest demonstration in Dadu city (Dadu, Sindh), demanding risk allowance, time scale, other facilities and the regularization of contract based paramedics.",0,crowd size=no report,1708472434
PAK57794,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Farmers (Pakistan); Health Workers (Pakistan); Labor Group (Pakistan); WDF: Women Democratic Front; Women (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Naushahro Feroze,Naushahro Feroze,Naushahro Feroze,26.8511,68.1264,1,News International (Pakistan),National,"On 19 May 2020, Women Democratic Front along with labourers, healthcare workers, peasants and small farmers protested in Naushahro Feroze city (Naushahro Feroze, Sindh), against non-payment of salaries and forced layoff during the coronavirus pandemic.",0,crowd size=no report,1729632804
PAK57790,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Farmers (Pakistan); Health Workers (Pakistan); Labor Group (Pakistan); WDF: Women Democratic Front; Women (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Hyderabad,Hyderabad,Hyderabad,25.3942,68.3736,1,News International (Pakistan),National,"On 19 May 2020, Women Democratic Front along with labourers, healthcare workers, peasants and small farmers protested in Hyderabad city (Hyderabad, Sindh), against non-payment of salaries and forced layoff during the coronavirus pandemic.",0,crowd size=no report,1737495263
PAK57802,2020-05-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Farmers (Pakistan); Health Workers (Pakistan); Labor Group (Pakistan); WDF: Women Democratic Front; Women (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Jamshoro,Kotri,Jamshoro,25.4393,68.2902,1,News International (Pakistan),National,"On 19 May 2020, Women Democratic Front along with labourers, healthcare workers, peasants and small farmers protested in Jamshoro city (Jamshoro, Sindh), against non-payment of salaries and forced layoff during the coronavirus pandemic.",0,crowd size=no report,1737495263
PAK57683,2020-05-18,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),APPSA: All Pakistan Paramedical Staff Association; Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Balochistan,Quetta,Quetta City,Quetta,30.1999,67.0097,1,Balochistan Express,Subnational,"On 18 May 2020, Pakistan Paramedical Staff Association staged a rally and protest at Hockey Chowk in Quetta city (Quetta, Balochistan), against forced dismissal of their president and other members by the health department.",0,crowd size=no report,1591137950
PAK57690,2020-05-17,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Larkana,Dokri,Badah,27.3333,68.0166,1,Daily Regional Times (Pakistan),National,"On 17 May 2020, paramedics protested in Badah town (Larkana, Sindh) in favour of their demands. No further details reported.",0,crowd size=no report,1708472434
PAK57691,2020-05-17,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Sujawal,Mirpur Bathoro,Mirpur Bathoro,24.7286,68.2602,1,Daily Regional Times (Pakistan),National,"On 17 May 2020, paramedics held a protest demonstration in Mirpur Bathoro town (Sujawal, Sindh), demanding provision of risk allowance, time scale and other facilities during coronavirus pandemic.",0,crowd size=no report,1708472434
PAK57689,2020-05-16,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Jacobabad,Thul,Thul,28.2359,68.7564,1,Daily Regional Times (Pakistan),National,"On 16 May 2020, paramedics held a protest demonstration in Thul town (Jacobabad, Sindh), for the acceptance of their demands to restore service structure, issue time scale and risk allowance.",0,crowd size=no report,1708472434
PAK57497,2020-05-15,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Journalists (Pakistan); PML-N: Pakistan Muslim League-Nawaz; Lawyers (Pakistan); Teachers (Pakistan); Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Khyber Pakhtunkhwa,Peshawar,Peshawar,Peshawar,34.0197,71.5822,1,News International (Pakistan),National,"On 15 May 2020, journalists, media workers, political workers (PML-N), lawyers, doctors and teachers protested outside Peshawar club in Peshawar city (Peshawar, KPK), against the illegal and unjust arrest of Jang/Geo Group Editor-in-Chief and demanded his release. He was arrested in connection with an accountability case, however his arrest is believed to be an attack on media freedom.",0,crowd size=no report,1589903542
PAK57435,2020-05-15,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Dadu,Dadu,Dadu,26.7328,67.7763,1,Daily Regional Times (Pakistan),National,"On 15 May 2020, paramedics held a protest demonstration in Dadu city (Dadu, Sindh), in favour of their demands to ensure provision of risk allowance and other facilities.",0,crowd size=no report,1708472433
PAK57434,2020-05-15,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Shaheed Benazirabad,Nawabshah,Nawabshah,26.2483,68.4095,1,Daily Regional Times (Pakistan),National,"On 15 May 2020, paramedics held a protest demonstration in Nawabshah city (Shaheed Benazirabad, Sindh), in favour of their demands. No further details reported.",0,crowd size=no report,1730913923
PAK57684,2020-05-14,2020,1,Political violence,Riots,Mob violence,Rioters (Pakistan),,Rioters,Civilians (Pakistan),Health Workers (Pakistan),Civilians,Rioters-Civilians,Civilian targeting,586,South Asia,Pakistan,Sindh,Karachi City,,Karachi,24.9056,67.0822,1,Express Tribune (Pakistan),National,"On 14 May 2020, a mob attacked a ward at Jinnah Postgraduate Medical Centre (JPMC) in Karachi city (Karachi City, Sindh), as the management did not allow a family to take the body of a deceased coronavirus patient without permission of the administration. They managed to take the body outside which was brought back in after the Rangers arrived at the hospital.",0,crowd size=no report,1618442047
PAK57531,2020-05-13,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan); PMA: Pakistan Medical Association,Protesters,,,,Protesters only,,586,South Asia,Pakistan,Punjab,Multan,Multan City,Multan,30.1978,71.4697,1,Balochistan Times,National,"On 13 May 2020, group of Pakistan Medical Association, house officers of Nishtar Hospital and others staged a demonstration in front of the Press Club in Multan city (Multan, Punjab), to press the government for issuance of Registration for Medical Practitioners (RMP) license after completion of MBBS and one year house jobs.",0,crowd size=group,1702343424
PAK57433,2020-05-12,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Karachi City,,Karachi,24.9056,67.0822,1,Right Vision News,National,"On 12 May 2020, young nurses association held a protest demonstration outside press club in Karachi city (Karachi, Sindh), for PPE for protection against coronavirus, immediate release of health risk allowance and health professional allowance.",0,crowd size=no report,1618442047
PAK57432,2020-05-12,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Hyderabad,Hyderabad,Hyderabad,25.3942,68.3736,1,Daily Regional Times (Pakistan),National,"On 12 May 2020, local paramedics protested in Hyderabad city (Hyderabad, Sindh), in favour of their demands (demands not reported) during the coronavirus pandemics.",0,crowd size=no report,1737495262
PAK57173,2020-04-27,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Hyderabad,Hyderabad,Hyderabad,25.3942,68.3736,1,Daily Regional Times (Pakistan),National,"On 27 April 2020, NTS passed vaccinators held a protest demonstration in Hyderabad city (Hyderabad, Sindh), for the issuance of their withheld salaries since the past five months.",0,crowd size=no report,1737495262
PAK57139,2020-04-25,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Khairpur,Sobodhero,Hingorja,27.2109,68.416,1,Daily Regional Times (Pakistan),National,"On 25 April 2020, vaccinators held a protest demonstration in Hingorja town (Khairpur, Sindh), for the issuance of their withheld salaries.",0,crowd size=no report,1708472433
PAK57137,2020-04-25,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Punjab,Lahore,,Lahore,31.5497,74.3436,1,Such TV,National,"On 25 April 2020, dozens of doctors and nurses held a protest and a hunger strike in Lahore city (Lahore, Punjab), against the lack of personal protective equipment (PPE) available for frontline medical staff treating coronavirus patients.",0,crowd size=dozens,1716919075
PAK57101,2020-04-23,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Punjab,Lahore,,Lahore,31.5497,74.3436,1,News International (Pakistan),National,"On 23 April 2020, doctors held a protest demonstration in Lahore city (Lahore, Punjab), against absence of personal protective kits due to coronavirus pandemic.",0,crowd size=no report,1716919075
PAK57097,2020-04-22,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Punjab,Lahore,,Lahore,31.5497,74.3436,1,News International (Pakistan),National,"On 22 April 2020, doctors held a protest demonstration in Lahore city (Lahore, Punjab), against absence of personal protective kits due to coronavirus pandemic.",0,crowd size=no report,1716919075
PAK57092,2020-04-21,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),PMA: Pakistan Medical Association; YDA: Young Doctors Association; Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Sukkur,Sukkur,Sukkur,27.7051,68.8573,1,News International (Pakistan),National,"On 21 April 2020, Joint Action Committee of Pakistan Medical Association and Young Doctors Association protested in Sukkur city (Sukkur, Sindh), against the Sindh government's health policy to effectively counter coronavirus due to which the number of cases are on the rise.",0,crowd size=no report,1616530992
PAK57089,2020-04-21,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Punjab,Lahore,,Lahore,31.5497,74.3436,1,News International (Pakistan),National,"On 21 April 2020, doctors held a protest demonstration in Lahore city (Lahore, Punjab), against absence of personal protective kits due to coronavirus pandemic.",0,crowd size=no report,1716919075
PAK57079,2020-04-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Punjab,Lahore,,Lahore,31.5497,74.3436,1,News International (Pakistan),National,"On 20 April 2020, doctors held a protest demonstration in Lahore city (Lahore, Punjab), against absence of personal protective kits due to coronavirus pandemic.",0,crowd size=no report,1716919075
PAK57077,2020-04-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Hyderabad,Hyderabad,Hyderabad,25.3942,68.3736,1,Dawn (Pakistan),National,"On 20 April 2020, paramedics of Liaquat University Hospital (LUH) held a protest demonstration in Hyderabad city (Hyderabad, Sindh), for payment of their salaries outstanding for 22 months.",0,crowd size=no report,1737495262
PAK57078,2020-04-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Jamshoro,Kotri,Jamshoro,25.4393,68.2902,1,Dawn (Pakistan),National,"On 20 April 2020, paramedics of Liaquat University Hospital (LUH) held a protest demonstration in Jamshoro city (Jamshoro, Sindh), for payment of their salaries outstanding for 22 months.",0,crowd size=no report,1737495262
PAK57044,2020-04-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Punjab,Lahore,,Lahore,31.5497,74.3436,1,News International (Pakistan),National,"On 19 April 2020, doctors held a protest demonstration in Lahore city (Lahore, Punjab), against absence of personal protective kits due to coronavirus pandemic.",0,crowd size=no report,1716919075
PAK57038,2020-04-18,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Punjab,Lahore,,Lahore,31.5497,74.3436,1,News International (Pakistan),National,"On 18 April 2020, doctors held a protest demonstration in Lahore city (Lahore, Punjab), against absence of personal protective kits due to coronavirus pandemic.",0,crowd size=no report,1716919075
PAK57037,2020-04-17,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Punjab,Lahore,,Lahore,31.5497,74.3436,1,News International (Pakistan),National,"On 17 April 2020, doctors held a protest demonstration in Lahore city (Lahore, Punjab), against absence of personal protective kits due to coronavirus pandemic.",0,crowd size=no report,1716919075
PAK56909,2020-04-15,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan); Labor Group (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Punjab,Multan,Multan City,Multan,30.1978,71.4697,1,Dawn (Pakistan),National,"On 15 April 2020, scores of employees including doctors, nurses and paramedics of Pak-Italian Modern Burns and Plastic Surgery Centre of the Nishtar Medical University staged a protest in Nishtar university in Multan city (Multan, Punjab), against the decision of converting the facility into a coronavirus hospital. The protesters said patients of burns center needed intensive care and treatment, while shifting them to other wards of Nishtar Hospital would endanger their lives.",0,crowd size=scores,1587476907
PAK56906,2020-04-13,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Mirpur Khas,Mirpur Khas,Mirpur Khas,25.5316,69.003,1,Daily Regional Times (Pakistan),National,"On 13 April 2020, paramedics held a protest demonstration in Mirpurkhas city (Mirpurkhas, Sindh), to provide them with insurance, allowance and accept other demands during the coronavirus pandemic.",0,crowd size=no report,1708472433
PAK56907,2020-04-13,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan),Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Larkana,Larkana,Larkana,27.5637,68.215,1,Daily Regional Times (Pakistan),National,"On 13 April 2020, members of joint action committee of paramedics held a protest demonstration in Larkana city (Larkana, Sindh), demanding insurance, time scale and safety equipment during coronavirus pandemic.",0,crowd size=no report,1708472433
